brand,category,dimension10,dimension24,dimension25,dimension26,dimension9,ean,id,name,price
SONY,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,7311271613459,1401406,"Móvil - Sony Xperia XZ2, 5.7"", Full HD+, 4K, HDR, Snapdragon 845, 4 GB RAM, 64 GB, 19 MP",599.0
SAMSUNG,Campañas y ofertas,,21.0,InStock,1.99,Oportunidades,2000014311541,1431154,"Móvil - Samsung A3 2017, 4.7'', Red 4G, 16 GB, 13 MP, Rosa, Reacondicionado, Producto",298.0
BLU,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,0848958032243,1389259,"Móvil - Blu Studio J8, 5.5"" HD, 2GB RAM, 16GB, 8+5 MPx, Dorado",130.0
MOTOROLA,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,0723755127661,1432411,"Pack: Móvil - Motorola Moto Z3 Play, 6"", FULL HD+, 4G + Batería -  Moto Mod Power Pack de 2220 mAh",499.0
BLU,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,7899690003803,1389264,"Móvil - Blu Vivo 5R, 5.5"" Full HD, Red 4G, 3 GB RAM, 32GB, 13Mpx+8Mpx, Gris",209.0
SONY,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,7311271622482,1431109,"Móvil - Sony Xperia XZ3, 6"", Full HD+, 4 GB RAM, 64 GB, 19 MP + 13 MP, Plata",799.0
BLU,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,0848958032182,1389251,"Móvil - Blu GRAND XL LTE, rosa, pantalla 5.5"" HD, Dual SIM, 4G, Quad Core, 16GB, cámara 13 MP",149.0
BLU,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,0848958032175,1389250,"Móvil - Blu GRAND XL LTE, dorado, pantalla 5.5"" HD, Dual SIM, 4G, Quad Core, 16GB, cámara 13 MP",149.0
BLU,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,0848958032199,1389252,"Móvil - Blu GRAND XL LTE, plateado, pantalla 5.5"" HD, Dual SIM, 4G, Quad Core, 16GB, cámara 13 MP",149.0
XIAOMI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8436575530925,1427242,"Móvil - Xiaomi Mi Mix 2S, 5.99"" Full HD, 4G, 64 GB, 6 GB RAM, 12MP + 5MP, Negro",479.0
OPPO,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6944284630567,1434178,"Móvil - Oppo Find X, 6.4"" FullHD+, 4G, 8 GB RAM, 256 GB, Qualcomm Snapdragon 845, 25 mp, Azul",999.0
BLU,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,7899690003902,1389267,"Móvil - Blu Vivo XL 2, 5.5"" HD, Red 4G, 3 GB RAM, 32GB, 13Mpx+8Mpx, Oro",179.0
BLU,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,7899690003896,1389266,"Móvil - Blu Vivo XL 2, 5.5"" HD, Red 4G, 3 GB RAM, 32GB, 13Mpx+8Mpx, Azul",179.0
SAMSUNG,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8806088296166,1325765,"Móvil - Samsung Galaxy S7 Edge, 5.5"", QHD, Super AMOLED, Octa-Core, 4 GB RAM, 32 GB, 12",719.0
BLU,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,7899690003728,1389265,"Móvil - Blu Vivo 5R, 5.5"" Full HD, Red 4G, 3 GB RAM, 32GB, 13Mpx+8Mpx, Oro",209.0
BQ,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8435439899680,1378855,AQ.V PLUS (3+32) 5.5P/DS/4G/8N/32GB/B,199.0
LG ELECTRONICS,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8806087021301,1360879,"Móvil - LG G6, Pantalla 5.7"" QHD+, Cámara 13 MP Dual, 4 GB RAM, Memoria de 32 GB, Plateado",399.0
APPLE,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,0190198793676,1433037,"Móvil - Apple iPhone Xs, 512 GB, 5.8"" OLED Super Retina HD, A12 Bionic, Dual Cam 12+12 MP, Oro",1544.0
APPLE,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,0190198793331,1433035,"Móvil - Apple iPhone Xs, 512 GB, 5.8"" OLED Super Retina HD, A12 Bionic, Dual Cam 12+12 MP, Plata",1544.0
NOKIA,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6438409007636,1379207,"Móvil - Nokia 8, 5.3"" Quad HD, IPS, 4 GB RAM, Memoria 64 GB, 13+13 MP, Plata",499.0
SONY,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,7311271587859,1362896,"Móvil - Sony XPERIA L1, 5.5"", Red 4G, 4 núcleos, Capacidad 16GB, Cámara de 13 MP, Negro",149.0
APPLE,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,0190198773906,1433020,"Móvil - Apple iPhone XR, 128 GB, Liquid Retina HD 6.1”, A12 Bionic, 12 MP f/1.8 HDR, 4K, IP67, Coral",919.0
OPPO,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6944284630673,1435631,FIND X LAMBORGHINI 6.4P/4G/8N/512/B,1699.0
